consecutive (angle)|consecutivo|6|2.0
convex (angle)|convesso|6|2.0
obtuse (angle)|ottuso|6|2.0
opposite (angle)|opposto|6|2.0
right (angle)|retto|6|2.0
side (angle)|lato|6|2.0
straight (angle)|piatto|6|2.0
supplementary (angle)|supplementare|6|2.0
vertex|vertice (m)|6|2.0
axis|asse (m)|6|2.0
coordinate|coordinata|6|2.0
abscissa|ascissa|6|2.0
ordinate|ordinata|6|2.0
degree|grado|6|2.0
diagonal|diagonale|6|2.0
drawing instruments|strumenti del disegno|6|2.0
compass|compasso|6|2.0
to draw|disegnare|6|2.0
eraser|gomma|6|2.0
pen|penna|6|2.0
pencil|matita|6|2.0
protractor|goniometro|6|2.0
ruler|riga|6|2.0
template|sagoma|6|2.0
geometry|geometria|6|2.0
geometrical|geometrico|6|2.0
hypotenuse|ipotenusa|6|2.0
line|linea|6|2.0
broken (line)|spezzata|6|2.0
curved (line)|curva|6|2.0
horizontal (line)|orizzontale|6|2.0
parallel (line)|parallela|6|2.0
perpendicular (line)|perpendicolare|6|2.0
straight (line)|retta|6|2.0
vertical (line)|verticale|6|2.0
perimeter|perimetro|6|2.0
point|punto|6|2.0
Pythagorean theorem|teorema di Pitagora|6|2.0
segment|segmento|6|2.0
space|spazio|6|2.0
trigonometry|trigonometria|6|2.0
trigonometric|trigonometrico|6|2.0
cosecant|cosecante|6|2.0
secant|secante|6|2.0
cosine|coseno|6|2.0
sine|seno|6|2.0
cotangent|cotangente|6|2.0
tangent|tangente|6|2.0
vector|vettore|6|2.0
